judul,vektor
pengaruh kualitas pelayanan pada penerapan aplikasi gps tracker patroli terhadap peningkatan kinerja pegawai,"[-0.2821, -0.121, 0.1097, -0.3823, -0.4199, 0.2669, -0.3756, 0.4434, 0.1177, 0.0615, -0.1401, 0.3031, 0.1036, 0.2863, -0.2297, 0.4675, -0.376, 0.1999, 0.3077, -0.3457, 0.3651, -0.2286, -0.5281, 0.6014, 0.086, -0.0466, 0.4714, 0.3946, 0.0612, -0.0083, -0.1523, 0.0235, 0.3053, -0.1159, 0.1153, 0.0571, -0.2198, -0.3506, -0.4828, 0.1304, 0.2306, -0.0033, 0.3572, 0.1108, 0.2002, -0.373, -0.2627, 0.0087, -0.0212, 0.4822]"
"analisis sentimen komentar pengguna twitter terhadap layanan aplikasi kesehatan halodoc dan alodokter
menggunakan metode multinomial naive bayes","[-0.2868, -0.1295, 0.1079, -0.3927, -0.4262, 0.269, -0.3846, 0.4489, 0.1225, 0.0657, -0.1429, 0.3163, 0.1097, 0.297, -0.2394, 0.4788, -0.3816, 0.2065, 0.3135, -0.3556, 0.3692, -0.2381, -0.5398, 0.6167, 0.0842, -0.0474, 0.4887, 0.4037, 0.0623, -0.0098, -0.1518, 0.0312, 0.3149, -0.1205, 0.1097, 0.0592, -0.2245, -0.3579, -0.4907, 0.1349, 0.2386, 0.0077, 0.3691, 0.1161, 0.2055, -0.3835, -0.2722, 0.0082, -0.0273, 0.4962]"
analisis kinerja terbaik beauty advisormartha tilaar group cabang jember dengan metode cpi (composite performance index),"[-0.2855, -0.1239, 0.1096, -0.3867, -0.4201, 0.2694, -0.3799, 0.4415, 0.1193, 0.0628, -0.14, 0.3069, 0.1028, 0.2896, -0.232, 0.4703, -0.3766, 0.2024, 0.3104, -0.3475, 0.3664, -0.2319, -0.5299, 0.605, 0.0882, -0.0469, 0.4759, 0.3985, 0.0618, -0.008, -0.1518, 0.024, 0.3097, -0.1173, 0.1151, 0.0561, -0.22, -0.3547, -0.4839, 0.1315, 0.2329, -0.0014, 0.3619, 0.1094, 0.201, -0.3765, -0.2635, 0.007, -0.0234, 0.4855]"
implementasi cloud computing pada prediksi tingkat kualitas udara berbasis internet of things (iot),"[-0.2961, -0.1253, 0.1151, -0.399, -0.4348, 0.2786, -0.3878, 0.4558, 0.1216, 0.067, -0.1441, 0.3175, 0.1052, 0.2996, -0.2402, 0.4861, -0.3909, 0.2114, 0.3183, -0.3566, 0.3753, -0.2399, -0.5453, 0.6243, 0.0902, -0.0507, 0.4872, 0.4124, 0.0628, -0.0094, -0.1576, 0.0219, 0.3197, -0.1193, 0.1199, 0.0563, -0.2292, -0.363, -0.497, 0.1362, 0.2427, -0.0015, 0.3721, 0.1106, 0.2072, -0.3884, -0.2699, 0.0079, -0.0229, 0.4989]"
penerapan algoritma convolution neural network untuk klasifikasi jenis cabai berdasarkan warna dan bentuk buah,"[-0.2944, -0.1295, 0.1124, -0.3993, -0.4352, 0.2785, -0.3897, 0.4571, 0.1232, 0.0685, -0.1475, 0.3176, 0.1086, 0.2976, -0.2386, 0.4832, -0.386, 0.2092, 0.3215, -0.3575, 0.3721, -0.2413, -0.5455, 0.6256, 0.0871, -0.0481, 0.4945, 0.4072, 0.0652, -0.0121, -0.1578, 0.0271, 0.3169, -0.122, 0.1169, 0.0604, -0.2292, -0.3611, -0.5004, 0.1382, 0.2404, 0.0028, 0.3748, 0.1166, 0.2054, -0.3868, -0.2723, 0.0064, -0.026, 0.5024]"
klasifikasi kesehatan calon pengantin menggunakan algoritma modified k-nearest neighbor (mknn),"[-0.2868, -0.1261, 0.1095, -0.3907, -0.4243, 0.2704, -0.3841, 0.4473, 0.1222, 0.0647, -0.1429, 0.3125, 0.1065, 0.2934, -0.2359, 0.476, -0.3801, 0.2055, 0.3121, -0.3513, 0.3694, -0.2362, -0.5359, 0.6128, 0.087, -0.0476, 0.4839, 0.4013, 0.0626, -0.0088, -0.1513, 0.029, 0.3118, -0.1177, 0.114, 0.0587, -0.2235, -0.355, -0.4882, 0.1328, 0.2356, 0.0008, 0.3659, 0.1125, 0.204, -0.3815, -0.2691, 0.0063, -0.0244, 0.4923]"
identifikasi penyakit dan hama pada tanaman jambu kristal berbasis website dengan metode euclidean probability,"[-0.2967, -0.128, 0.112, -0.4019, -0.4375, 0.2827, -0.3955, 0.4634, 0.1248, 0.0649, -0.1456, 0.319, 0.1094, 0.2993, -0.2409, 0.4891, -0.393, 0.2096, 0.323, -0.3596, 0.3801, -0.239, -0.5503, 0.6306, 0.0915, -0.0491, 0.4964, 0.4121, 0.0633, -0.0059, -0.1595, 0.0247, 0.319, -0.1228, 0.1221, 0.06, -0.227, -0.3676, -0.5044, 0.1377, 0.2414, -0.0012, 0.3739, 0.1166, 0.21, -0.3922, -0.2727, 0.0061, -0.0236, 0.5082]"
analisis sentimen komentar program kampus mengajar menggunakan algoritma multinomial naive bayes,"[-0.29, -0.1287, 0.1096, -0.3944, -0.4278, 0.2724, -0.3857, 0.4519, 0.1217, 0.0648, -0.143, 0.3157, 0.1085, 0.297, -0.2393, 0.4798, -0.3831, 0.2064, 0.3145, -0.3557, 0.3719, -0.2394, -0.5405, 0.6194, 0.0865, -0.0477, 0.4885, 0.4059, 0.0627, -0.0094, -0.1533, 0.0289, 0.3165, -0.12, 0.1138, 0.0572, -0.2245, -0.3609, -0.4923, 0.1342, 0.24, 0.0024, 0.3713, 0.1145, 0.205, -0.3855, -0.2716, 0.0078, -0.0256, 0.4959]"
"penerapan multilayer artificial neural network untuk klasifikasi daun berdasarkan jenis penyakitnya
sebagai langkah efektif perawatan tanaman","[-0.2842, -0.1227, 0.1086, -0.3837, -0.4178, 0.2694, -0.3764, 0.4429, 0.1195, 0.0631, -0.1399, 0.3058, 0.1049, 0.2863, -0.2294, 0.4673, -0.3753, 0.2006, 0.3085, -0.3448, 0.3631, -0.2298, -0.5253, 0.6033, 0.0858, -0.047, 0.474, 0.3943, 0.0625, -0.0084, -0.1512, 0.0252, 0.3055, -0.1149, 0.1158, 0.0566, -0.2195, -0.3505, -0.4808, 0.1328, 0.2311, -0.0001, 0.3601, 0.1119, 0.2003, -0.374, -0.263, 0.0064, -0.0225, 0.4838]"
pemilihan lokasi strategis usaha minimarket berbasis geographic information system (gis) dengan metode k-means clustering,"[-0.3003, -0.1283, 0.1174, -0.4063, -0.4451, 0.2826, -0.3971, 0.4687, 0.1247, 0.0635, -0.1491, 0.3218, 0.1092, 0.305, -0.2434, 0.4944, -0.3974, 0.2109, 0.3286, -0.3667, 0.3852, -0.2426, -0.5598, 0.6388, 0.0922, -0.0482, 0.5007, 0.4197, 0.0656, -0.009, -0.1608, 0.0263, 0.3247, -0.121, 0.1234, 0.0602, -0.2325, -0.3735, -0.5094, 0.1394, 0.2439, -0.0031, 0.3794, 0.1178, 0.21, -0.3961, -0.278, 0.009, -0.0234, 0.5099]"
"implementasi algoritma fuzzy c-means untuk pengelompokan provinsi di indonesiaberdasarkan 
angka partisipasi kasar perguruan tinggi","[-0.2931, -0.123, 0.1198, -0.4003, -0.4519, 0.2719, -0.3963, 0.4625, 0.1202, 0.0664, -0.148, 0.3172, 0.1084, 0.3057, -0.2426, 0.4974, -0.3979, 0.2145, 0.3311, -0.3732, 0.3832, -0.239, -0.561, 0.6379, 0.0905, -0.0458, 0.4931, 0.4234, 0.0688, -0.0131, -0.1561, 0.0255, 0.3227, -0.1151, 0.1275, 0.053, -0.2248, -0.379, -0.5052, 0.1434, 0.2396, -0.0102, 0.3778, 0.1131, 0.2114, -0.3962, -0.277, 0.0009, -0.0228, 0.5026]"
pengelompokan graphics processing unit menggunakan kmeans clustering,"[-0.2904, -0.125, 0.1133, -0.3932, -0.4348, 0.2724, -0.3877, 0.4528, 0.1191, 0.0638, -0.1438, 0.3095, 0.1055, 0.2951, -0.2377, 0.4811, -0.386, 0.2061, 0.3186, -0.3565, 0.3727, -0.2351, -0.5422, 0.6222, 0.089, -0.0467, 0.4842, 0.4061, 0.0631, -0.0104, -0.1549, 0.0258, 0.3173, -0.1164, 0.1203, 0.0563, -0.224, -0.364, -0.494, 0.1342, 0.2357, -0.0053, 0.369, 0.1129, 0.2045, -0.3848, -0.2694, 0.007, -0.0244, 0.4927]"
perbandingan model chen dan model lee pada metode fuzzy time series untuk peramalan harga beras,"[-0.3018, -0.1317, 0.1161, -0.4105, -0.4465, 0.2843, -0.3978, 0.4703, 0.1263, 0.0669, -0.1494, 0.3232, 0.1099, 0.3051, -0.2446, 0.4972, -0.4026, 0.212, 0.3289, -0.3694, 0.3854, -0.2448, -0.5576, 0.6381, 0.0909, -0.0481, 0.5044, 0.4189, 0.0637, -0.0105, -0.1622, 0.0244, 0.3266, -0.124, 0.1251, 0.0591, -0.2321, -0.3754, -0.5136, 0.1396, 0.2463, -0.0042, 0.3836, 0.1155, 0.2126, -0.3991, -0.2761, 0.0074, -0.024, 0.5169]"
penerapan forward chaining dalam certainty factor untuk mendiagnosa ibu hamil,"[-0.2906, -0.1244, 0.1114, -0.3905, -0.4254, 0.2763, -0.3855, 0.4504, 0.1209, 0.062, -0.1419, 0.3083, 0.1042, 0.2898, -0.2342, 0.4751, -0.3811, 0.2023, 0.3136, -0.3491, 0.3681, -0.2348, -0.536, 0.6128, 0.0903, -0.0491, 0.478, 0.4027, 0.0623, -0.0064, -0.1544, 0.0232, 0.3114, -0.117, 0.1185, 0.0566, -0.2238, -0.3589, -0.4901, 0.1342, 0.2356, -0.0022, 0.3656, 0.1117, 0.2037, -0.3817, -0.2671, 0.0083, -0.0223, 0.4941]"
klasifikasi gangguan autisme pada anak menggunakan algoritma c4.5 dengan teknik random forest,"[-0.2935, -0.1306, 0.1094, -0.3975, -0.4306, 0.2737, -0.3935, 0.4529, 0.1248, 0.0686, -0.1465, 0.321, 0.1116, 0.3029, -0.2423, 0.4848, -0.3861, 0.2101, 0.3162, -0.3591, 0.3766, -0.2427, -0.5477, 0.6263, 0.0886, -0.0494, 0.4966, 0.4095, 0.0624, -0.0109, -0.1537, 0.0321, 0.3202, -0.1216, 0.111, 0.062, -0.2286, -0.3624, -0.498, 0.1352, 0.2402, 0.0071, 0.3746, 0.118, 0.208, -0.3899, -0.2762, 0.0071, -0.0288, 0.5039]"
klasifikasi penerima bantuan dana desa menggunakan metode knn (k-nearest neighbor) ,"[-0.2929, -0.1277, 0.1114, -0.3985, -0.4344, 0.2763, -0.3941, 0.4592, 0.1255, 0.0673, -0.1455, 0.319, 0.1109, 0.301, -0.2393, 0.4877, -0.3879, 0.2107, 0.3212, -0.3606, 0.3786, -0.2399, -0.5494, 0.629, 0.0901, -0.0499, 0.494, 0.409, 0.0641, -0.0113, -0.1558, 0.0307, 0.3182, -0.119, 0.117, 0.0626, -0.2287, -0.3641, -0.5019, 0.1368, 0.2406, 0.0007, 0.3729, 0.1164, 0.2062, -0.3909, -0.2769, 0.0055, -0.0243, 0.5046]"
"penerapan metode multi attribute utility theory(maut) untuk pemilihan sekolah menengah atas di kecamatan balung berbasis
web","[-0.2957, -0.129, 0.1134, -0.4027, -0.4368, 0.2816, -0.3943, 0.4638, 0.1243, 0.0627, -0.1445, 0.3185, 0.1081, 0.2998, -0.2386, 0.4889, -0.3918, 0.2093, 0.3242, -0.3597, 0.38, -0.241, -0.5511, 0.6279, 0.0918, -0.0498, 0.494, 0.4128, 0.0642, -0.0095, -0.1603, 0.0247, 0.3186, -0.1201, 0.1202, 0.0588, -0.2287, -0.3674, -0.5043, 0.1367, 0.2445, -0.004, 0.3762, 0.1136, 0.2068, -0.3914, -0.2743, 0.0086, -0.0224, 0.5055]"
analisis potensi kerusakan akibat gempa menggunakan metode klasifikasi bayesian,"[-0.2879, -0.1266, 0.1094, -0.3932, -0.4292, 0.2725, -0.3848, 0.4533, 0.1219, 0.066, -0.144, 0.3144, 0.1081, 0.2962, -0.2383, 0.4808, -0.3857, 0.2055, 0.3169, -0.3574, 0.3725, -0.2383, -0.5432, 0.6199, 0.0875, -0.0472, 0.4894, 0.4057, 0.0622, -0.0099, -0.1565, 0.029, 0.3163, -0.1174, 0.1156, 0.0599, -0.2246, -0.3601, -0.4961, 0.1348, 0.2386, 0.0011, 0.369, 0.1158, 0.2029, -0.3858, -0.271, 0.0068, -0.0243, 0.4969]"
optimalisasi pengangkutan sampah di kota jember dengan menerapkan algoritma floyd-warshall,"[-0.2955, -0.126, 0.1145, -0.3997, -0.4369, 0.2787, -0.3926, 0.4592, 0.1237, 0.0634, -0.1439, 0.3161, 0.1082, 0.3019, -0.2406, 0.4875, -0.3923, 0.2086, 0.3225, -0.3615, 0.379, -0.2394, -0.5501, 0.6293, 0.0913, -0.0501, 0.4924, 0.4115, 0.0644, -0.0099, -0.1578, 0.0248, 0.3197, -0.1208, 0.121, 0.0589, -0.2272, -0.3661, -0.5003, 0.1354, 0.2397, -0.0052, 0.3748, 0.1151, 0.2092, -0.389, -0.2726, 0.0081, -0.0227, 0.5049]"
analisis perbandingan metode k nearest neighbor dan gaussian naive bayes pada klasifikasi jurusan siswa,"[-0.2883, -0.1306, 0.1063, -0.3945, -0.4268, 0.2679, -0.3861, 0.4482, 0.1213, 0.0699, -0.1442, 0.3187, 0.1106, 0.3009, -0.2416, 0.48, -0.3806, 0.2076, 0.3149, -0.3562, 0.3698, -0.2402, -0.5399, 0.6206, 0.0857, -0.0476, 0.493, 0.4047, 0.062, -0.0122, -0.1499, 0.0323, 0.3172, -0.1208, 0.1097, 0.0597, -0.2257, -0.357, -0.4927, 0.1316, 0.2416, 0.0079, 0.3724, 0.1148, 0.2037, -0.3858, -0.2751, 0.0053, -0.0305, 0.4961]"
implementasi metode modified k-nearest neighbor untuk prediksi hasil treatment penyakit hepatitis c,"[-0.2887, -0.1302, 0.1067, -0.3933, -0.4299, 0.2724, -0.39, 0.4517, 0.1231, 0.0696, -0.1425, 0.3219, 0.1095, 0.2989, -0.2401, 0.4847, -0.3836, 0.2067, 0.3122, -0.3538, 0.3732, -0.2429, -0.5428, 0.6234, 0.0865, -0.0454, 0.4952, 0.4047, 0.0616, -0.0092, -0.1494, 0.0338, 0.3201, -0.1191, 0.1112, 0.061, -0.2259, -0.3574, -0.4927, 0.1333, 0.2384, 0.0085, 0.3718, 0.1174, 0.2084, -0.3888, -0.2784, 0.0054, -0.0294, 0.5006]"
pengukuran kualitas usability pada perspektif pengguna aplikasi ujian surat izin mengemudi ,"[-0.2955, -0.128, 0.1132, -0.4013, -0.438, 0.28, -0.3911, 0.4607, 0.1228, 0.0632, -0.1459, 0.3189, 0.1063, 0.2961, -0.2398, 0.4897, -0.3909, 0.2103, 0.3226, -0.3601, 0.378, -0.2406, -0.55, 0.6284, 0.091, -0.0476, 0.4937, 0.4142, 0.0644, -0.0079, -0.1595, 0.0249, 0.3203, -0.1187, 0.1207, 0.0556, -0.2284, -0.3676, -0.5024, 0.1396, 0.2433, -0.0023, 0.3737, 0.1149, 0.2071, -0.3915, -0.2724, 0.0083, -0.024, 0.5047]"
"pengelompokkan kabupaten atau kota di jawa timur berdasarkan banyaknya sekolah menggunakan
algoritma partitioning around medoids (pam) dan metode davies bouldin index","[-0.2946, -0.1247, 0.117, -0.4018, -0.4473, 0.2772, -0.3932, 0.4646, 0.1214, 0.0622, -0.146, 0.3137, 0.1065, 0.3035, -0.2429, 0.4926, -0.3965, 0.2116, 0.328, -0.3674, 0.3839, -0.2379, -0.5547, 0.6384, 0.0907, -0.0463, 0.4938, 0.4167, 0.0667, -0.0106, -0.1593, 0.0261, 0.3214, -0.1172, 0.1269, 0.0569, -0.2278, -0.3715, -0.5062, 0.136, 0.2401, -0.0078, 0.3759, 0.1157, 0.209, -0.394, -0.2744, 0.0064, -0.0218, 0.5034]"
analisis penerapan seo (search engine optimization) pada website cv. bangkit jaya sejahtera,"[-0.2937, -0.1277, 0.1108, -0.3962, -0.432, 0.2751, -0.3853, 0.454, 0.1198, 0.0631, -0.144, 0.3146, 0.1055, 0.2962, -0.2391, 0.4813, -0.3881, 0.2059, 0.3188, -0.3563, 0.3728, -0.2378, -0.5422, 0.6204, 0.0874, -0.0472, 0.4851, 0.4056, 0.0634, -0.0088, -0.1559, 0.0273, 0.3152, -0.1177, 0.1193, 0.0562, -0.2227, -0.3621, -0.4966, 0.1374, 0.2372, -0.0027, 0.3686, 0.1125, 0.2038, -0.3845, -0.2716, 0.0071, -0.0255, 0.4975]"
penerapan algoritma k-nearest neighbor untuk klasifikasi penyakit liver,"[-0.29, -0.1299, 0.1085, -0.3954, -0.4297, 0.2702, -0.392, 0.4507, 0.1239, 0.0697, -0.1461, 0.3207, 0.1116, 0.3015, -0.2413, 0.485, -0.3829, 0.2093, 0.3159, -0.3573, 0.3738, -0.2412, -0.5441, 0.6251, 0.0854, -0.0475, 0.4951, 0.4059, 0.0629, -0.0104, -0.1487, 0.035, 0.3199, -0.1194, 0.1113, 0.0609, -0.2273, -0.3593, -0.496, 0.1353, 0.2395, 0.0098, 0.3732, 0.1189, 0.2067, -0.3894, -0.2783, 0.0059, -0.0299, 0.4995]"
pengembangan aplikasi peramalan busana di butik bb fashion menggunakan metode trend moment berbasis android ,"[-0.2965, -0.1287, 0.1129, -0.3992, -0.4344, 0.2785, -0.3899, 0.459, 0.1245, 0.0662, -0.1461, 0.3159, 0.107, 0.297, -0.2382, 0.4859, -0.3898, 0.2067, 0.3211, -0.358, 0.3774, -0.2395, -0.5452, 0.6233, 0.0907, -0.0485, 0.4908, 0.4097, 0.0623, -0.0087, -0.1582, 0.0226, 0.3188, -0.1202, 0.1207, 0.0571, -0.2265, -0.3671, -0.4995, 0.1372, 0.2408, -0.0023, 0.3742, 0.1131, 0.2064, -0.3892, -0.2708, 0.0071, -0.0228, 0.5]"
"pengelompokan kecamatan di kabupaten jember berdasarkan persediaan alat kontrasepsi
menggunakan algoritma fuzzy c-means dan metode elbow","[-0.2856, -0.121, 0.115, -0.3914, -0.4353, 0.2698, -0.3829, 0.4513, 0.1175, 0.0612, -0.1433, 0.3035, 0.1045, 0.2918, -0.2356, 0.4778, -0.3846, 0.2053, 0.317, -0.3573, 0.3726, -0.2305, -0.5414, 0.6206, 0.0869, -0.0457, 0.478, 0.4068, 0.0656, -0.0102, -0.1553, 0.0244, 0.3124, -0.1135, 0.1241, 0.0535, -0.2233, -0.3624, -0.4905, 0.1329, 0.233, -0.0082, 0.3654, 0.1135, 0.2042, -0.3818, -0.2674, 0.0085, -0.021, 0.4891]"
"implementasi pemodelan berbasis seir denganmetode runge kutta fehlberg ordo 10 dalam
prediksi awal penyebaran covid-19 di provinsi dki jakarta dengan aplikasi matlab","[-0.277, -0.1208, 0.1074, -0.3762, -0.411, 0.2622, -0.368, 0.4334, 0.1156, 0.0603, -0.1368, 0.2982, 0.1002, 0.2815, -0.2237, 0.458, -0.3693, 0.195, 0.3017, -0.3392, 0.356, -0.2269, -0.5165, 0.5904, 0.0851, -0.0444, 0.463, 0.3866, 0.0608, -0.0075, -0.1495, 0.0231, 0.3001, -0.113, 0.1143, 0.0548, -0.2133, -0.3444, -0.4737, 0.1263, 0.2263, -0.0037, 0.3515, 0.1075, 0.196, -0.3676, -0.256, 0.0077, -0.0198, 0.476]"
analisis algoritma gaussian naive bayes terhadap klasifikasi data pasien penderita gagal jantung,"[-0.2858, -0.1305, 0.104, -0.3917, -0.425, 0.2658, -0.3881, 0.4413, 0.1236, 0.0707, -0.1431, 0.3189, 0.1127, 0.3017, -0.2429, 0.4801, -0.3786, 0.2073, 0.3116, -0.356, 0.3696, -0.2406, -0.5392, 0.6183, 0.0838, -0.0484, 0.4925, 0.4021, 0.0611, -0.0123, -0.1462, 0.0368, 0.3175, -0.1205, 0.1065, 0.0628, -0.2243, -0.3557, -0.4899, 0.1317, 0.239, 0.0114, 0.3711, 0.1177, 0.2061, -0.3871, -0.2742, 0.0053, -0.0328, 0.496]"
analisis sentimen masyarakat pada komentar produk eiger  di instagram menggunakan metode naive bayes classifier,"[-0.2876, -0.1321, 0.1064, -0.3963, -0.4292, 0.2681, -0.3857, 0.4488, 0.1221, 0.0702, -0.1449, 0.3214, 0.1115, 0.3027, -0.2447, 0.4827, -0.3824, 0.2077, 0.3154, -0.3596, 0.3712, -0.2399, -0.5431, 0.624, 0.0836, -0.0462, 0.4956, 0.4056, 0.0614, -0.0115, -0.1501, 0.0344, 0.3204, -0.1221, 0.111, 0.0589, -0.226, -0.3603, -0.4931, 0.1338, 0.2418, 0.011, 0.3736, 0.1171, 0.2062, -0.3883, -0.2767, 0.0055, -0.032, 0.4979]"
pengembangan prototype smart home menggunakan konsep internet of things berbasis wemos d1,"[-0.286, -0.1229, 0.1113, -0.3853, -0.4192, 0.2709, -0.3764, 0.4459, 0.117, 0.0615, -0.1399, 0.3063, 0.1036, 0.287, -0.2303, 0.4687, -0.376, 0.2014, 0.3094, -0.3441, 0.363, -0.2307, -0.5268, 0.6038, 0.0877, -0.0472, 0.4725, 0.3963, 0.0625, -0.0074, -0.1536, 0.0219, 0.3061, -0.116, 0.1158, 0.0552, -0.2204, -0.3522, -0.4831, 0.1313, 0.2337, -0.0031, 0.3595, 0.1089, 0.2003, -0.3747, -0.2616, 0.0087, -0.0217, 0.4844]"
"analisa data nasabah deposito menggunakan algoritma random forest berbasis website
studi kasus bmt ugt sidogiri cabang glenmore","[-0.2877, -0.1248, 0.1091, -0.39, -0.4218, 0.2701, -0.3839, 0.4444, 0.1223, 0.0653, -0.1416, 0.31, 0.1063, 0.2931, -0.2335, 0.4737, -0.3783, 0.2027, 0.3111, -0.349, 0.3675, -0.2342, -0.5353, 0.6086, 0.0884, -0.0486, 0.4815, 0.3995, 0.0604, -0.0083, -0.1513, 0.0243, 0.3108, -0.1173, 0.1156, 0.06, -0.222, -0.3538, -0.486, 0.1326, 0.2342, -0.0019, 0.3647, 0.1118, 0.2029, -0.3789, -0.2662, 0.0066, -0.0244, 0.4909]"
penerapan metode k-nearest neighbor (knn) untuk klasifikasi stunting pada balita,"[-0.2816, -0.1271, 0.1023, -0.3832, -0.4165, 0.2599, -0.378, 0.4324, 0.1192, 0.0692, -0.1401, 0.313, 0.1078, 0.2946, -0.2381, 0.4694, -0.3704, 0.2037, 0.3063, -0.3466, 0.3599, -0.2346, -0.5271, 0.6057, 0.0837, -0.0471, 0.4815, 0.3947, 0.0595, -0.011, -0.1418, 0.0337, 0.3104, -0.1172, 0.1063, 0.0592, -0.2192, -0.3473, -0.4799, 0.1294, 0.2343, 0.0097, 0.3623, 0.1124, 0.2004, -0.3778, -0.2694, 0.0039, -0.0316, 0.4837]"
analisis metode k nearest neighbor terhadap klasifikasi data pasien penderita gagal jantung,"[-0.2868, -0.1323, 0.1016, -0.3917, -0.4259, 0.2636, -0.3874, 0.4419, 0.123, 0.073, -0.1449, 0.3233, 0.1137, 0.3041, -0.2457, 0.4812, -0.3772, 0.2102, 0.313, -0.3567, 0.3692, -0.2411, -0.5397, 0.621, 0.0828, -0.0469, 0.4961, 0.4022, 0.0617, -0.0131, -0.1437, 0.0391, 0.3178, -0.1205, 0.1048, 0.0627, -0.2251, -0.3537, -0.4912, 0.1312, 0.2399, 0.0154, 0.372, 0.1183, 0.2044, -0.3877, -0.2783, 0.0032, -0.0368, 0.4968]"
"forecasting harga saham pt. astra agro lestaridengan metode simple moving average
dan weighted moving average","[-0.3015, -0.1276, 0.113, -0.4049, -0.4333, 0.2828, -0.3938, 0.4603, 0.1255, 0.0685, -0.1473, 0.3182, 0.1058, 0.3012, -0.2394, 0.4896, -0.3945, 0.2086, 0.3229, -0.3638, 0.3775, -0.2393, -0.5506, 0.6269, 0.0925, -0.0462, 0.4944, 0.4137, 0.061, -0.0078, -0.1565, 0.0201, 0.3238, -0.1229, 0.1225, 0.0578, -0.2307, -0.37, -0.5042, 0.1391, 0.2442, -0.0041, 0.3757, 0.1112, 0.2099, -0.3913, -0.2737, 0.0067, -0.0231, 0.5039]"
diagnosis covid-19 berdasarkan citra x-ray paru-paru menggunakan metode convolutional neural network,"[-0.2898, -0.1249, 0.1098, -0.3886, -0.4255, 0.271, -0.3824, 0.4465, 0.1208, 0.0662, -0.1433, 0.3102, 0.1058, 0.2905, -0.2329, 0.4733, -0.3782, 0.2043, 0.313, -0.3501, 0.3654, -0.2351, -0.5345, 0.6126, 0.086, -0.0471, 0.482, 0.3978, 0.063, -0.0113, -0.1525, 0.0257, 0.3108, -0.1178, 0.1155, 0.0594, -0.2224, -0.3534, -0.4887, 0.1338, 0.2351, 0.0017, 0.3654, 0.1143, 0.2019, -0.3783, -0.2658, 0.0066, -0.0241, 0.4893]"
"sistem pendukung keputusan pemilihan calon penerima beasiswa di akademi kebidanan jember dengan
metode elimination et choix traduisant la realite (electre)","[-0.2928, -0.1274, 0.1138, -0.3967, -0.4311, 0.2761, -0.389, 0.4556, 0.1204, 0.0646, -0.1422, 0.3144, 0.1076, 0.2974, -0.2365, 0.4818, -0.3854, 0.2064, 0.3179, -0.3548, 0.3753, -0.2389, -0.5436, 0.6204, 0.0887, -0.0498, 0.4883, 0.4058, 0.0631, -0.0095, -0.1564, 0.0256, 0.3149, -0.1185, 0.1174, 0.0585, -0.2263, -0.3624, -0.4947, 0.1355, 0.2391, -0.0023, 0.3722, 0.1119, 0.2042, -0.3848, -0.272, 0.0069, -0.0231, 0.4984]"
deteksi gangguan autis pada anak menggunakan metode modified k-nearest neighbor,"[-0.2938, -0.1298, 0.1091, -0.3989, -0.432, 0.2757, -0.3935, 0.4532, 0.1252, 0.0701, -0.1471, 0.3228, 0.1113, 0.3035, -0.2438, 0.4862, -0.3863, 0.2113, 0.3183, -0.3583, 0.376, -0.2422, -0.5473, 0.6266, 0.0887, -0.0492, 0.4966, 0.4107, 0.063, -0.01, -0.1513, 0.0319, 0.3203, -0.1214, 0.1141, 0.0603, -0.2292, -0.3619, -0.4997, 0.1356, 0.2425, 0.0062, 0.3745, 0.1169, 0.2085, -0.3912, -0.2776, 0.0064, -0.0294, 0.5038]"
"sistem pakar diagnosa hama dan penyakit tanamankedelai edamame menggunakan metode euclidean
probability berbasis web","[-0.298, -0.1277, 0.1129, -0.4026, -0.4398, 0.2826, -0.3951, 0.4649, 0.1249, 0.065, -0.146, 0.319, 0.1089, 0.3002, -0.2402, 0.4907, -0.394, 0.2094, 0.324, -0.3613, 0.3806, -0.2408, -0.552, 0.6332, 0.0915, -0.0493, 0.4964, 0.4134, 0.0639, -0.0074, -0.1588, 0.0248, 0.3209, -0.1206, 0.1227, 0.0589, -0.2288, -0.368, -0.5064, 0.1383, 0.2413, -0.0015, 0.3751, 0.1172, 0.21, -0.3918, -0.2741, 0.0057, -0.0245, 0.5104]"
"implementasi metode asosiasi dengan menggunakan algoritma equivalence class tranformation (eclat) 
pada pola pembelian konsumen untuk rekomendasi peletakan rak barang","[-0.3056, -0.132, 0.1194, -0.4122, -0.4479, 0.2861, -0.4054, 0.476, 0.1267, 0.0661, -0.1474, 0.3279, 0.1113, 0.3088, -0.2468, 0.4999, -0.403, 0.2154, 0.3326, -0.3693, 0.389, -0.247, -0.5672, 0.6467, 0.0947, -0.0512, 0.508, 0.4239, 0.0659, -0.0094, -0.1654, 0.0257, 0.3269, -0.1231, 0.1244, 0.0601, -0.2348, -0.3772, -0.5146, 0.14, 0.2469, -0.0037, 0.3835, 0.1179, 0.215, -0.4023, -0.2831, 0.009, -0.0241, 0.519]"
