judul,vektor
pengaruh kualitas pelayanan pada penerapan aplikasi gps tracker patroli terhadap peningkatan kinerja pegawai,"[0.6245, -0.0854, -0.0531, 0.0284, -0.0154, -0.3593, 0.7261, 0.3111, 0.1886, 0.5176, -0.1692, 0.1816, -0.2135, 0.3466, 0.2592, -0.0542, 0.3187, -0.1359, -0.2534, -0.0339, -0.3038, 0.0015, 0.0864, -0.1822, 0.4037, -0.3102, 0.148, 0.2407, -0.5765, -0.5415, 0.1775, 0.1408, 0.3426, 0.466, -0.2177, -0.3437, -0.1155, 0.1372, -0.2426, -0.0394, -0.0878, 0.0011, 0.1452, -0.3326, 0.3735, 0.456, 0.102, -0.2466, 0.1108, 0.3018]"
"analisis sentimen komentar pengguna twitter terhadap layanan aplikasi kesehatan halodoc dan alodokter
menggunakan metode multinomial naive bayes","[0.7894, -0.1284, -0.0331, 0.1119, 0.1668, -0.3161, 0.894, 0.1718, 0.1237, 0.4401, -0.1147, 0.2512, -0.3625, 0.4831, 0.5792, 0.0045, 0.3415, -0.1039, -0.2245, -0.0893, -0.1076, 0.0984, 0.1684, -0.2949, 0.3948, -0.4753, 0.2934, 0.3966, -0.7547, -0.4575, 0.3131, 0.2732, 0.236, 0.5874, -0.1849, -0.2112, -0.1383, 0.0872, -0.1826, -0.0369, -0.0445, -0.2004, 0.2443, -0.5496, 0.4882, 0.4277, 0.1655, -0.3166, 0.2538, 0.4042]"
analisis kinerja terbaik beauty advisormartha tilaar group cabang jember dengan metode cpi (composite performance index),"[0.6597, -0.0784, -0.0418, 0.088, 0.0623, -0.3666, 0.7509, 0.2382, 0.1789, 0.4892, -0.1202, 0.2195, -0.2471, 0.3992, 0.3476, 0.0079, 0.3361, -0.1442, -0.1884, -0.0778, -0.2217, 0.0635, 0.0432, -0.1557, 0.4111, -0.3805, 0.1693, 0.2595, -0.6358, -0.4953, 0.2121, 0.1782, 0.2961, 0.5109, -0.1787, -0.2739, -0.0902, 0.2014, -0.27, 0.0242, -0.1269, -0.0306, 0.1226, -0.3548, 0.3914, 0.3802, 0.0917, -0.2223, 0.1346, 0.3198]"
implementasi cloud computing pada prediksi tingkat kualitas udara berbasis internet of things (iot),"[0.6372, -0.0677, -0.0347, 0.0749, 0.0571, -0.36, 0.7527, 0.2433, 0.1946, 0.5056, -0.1435, 0.2012, -0.2433, 0.3892, 0.3521, -0.0232, 0.3274, -0.1269, -0.2255, -0.0688, -0.2501, 0.0344, 0.065, -0.173, 0.4085, -0.3617, 0.1576, 0.2735, -0.6092, -0.512, 0.2156, 0.1662, 0.2917, 0.5012, -0.1743, -0.3108, -0.0786, 0.1546, -0.2281, -0.0006, -0.0941, -0.0419, 0.1531, -0.3886, 0.4004, 0.4192, 0.0938, -0.2049, 0.1406, 0.3218]"
penerapan algoritma convolution neural network untuk klasifikasi jenis cabai berdasarkan warna dan bentuk buah,"[0.6709, -0.0962, -0.0267, 0.0808, 0.0873, -0.3501, 0.773, 0.2116, 0.1478, 0.4766, -0.132, 0.2359, -0.2996, 0.4474, 0.4332, -0.0111, 0.3465, -0.0987, -0.2443, -0.0639, -0.192, 0.0805, 0.0968, -0.233, 0.4022, -0.4015, 0.2062, 0.3135, -0.6439, -0.4903, 0.2389, 0.193, 0.2519, 0.5155, -0.1775, -0.2637, -0.0922, 0.1196, -0.2129, 0.0065, -0.0598, -0.1149, 0.1684, -0.451, 0.4399, 0.4131, 0.1279, -0.2112, 0.1614, 0.3418]"
klasifikasi kesehatan calon pengantin menggunakan algoritma modified k-nearest neighbor (mknn),"[0.6594, -0.0899, -0.0047, 0.0565, 0.0954, -0.3298, 0.8071, 0.2138, 0.1585, 0.4425, -0.1617, 0.2342, -0.3101, 0.4695, 0.4705, -0.0006, 0.3719, -0.1086, -0.2475, -0.0534, -0.1655, 0.0853, 0.1009, -0.268, 0.4272, -0.4278, 0.2191, 0.3395, -0.6414, -0.5076, 0.2266, 0.1873, 0.3067, 0.5409, -0.1964, -0.2614, -0.0678, 0.0903, -0.1882, 0.0125, -0.0302, -0.1343, 0.1505, -0.5088, 0.4985, 0.4575, 0.1119, -0.2247, 0.1971, 0.3628]"
identifikasi penyakit dan hama pada tanaman jambu kristal berbasis website dengan metode euclidean probability,"[0.6512, -0.1238, -0.0174, 0.0911, -0.0035, -0.3906, 0.8053, 0.3223, 0.1591, 0.6101, -0.1813, 0.2269, -0.2576, 0.4159, 0.3305, -0.1054, 0.3291, -0.1143, -0.3142, -0.0638, -0.3697, 0.0352, 0.0962, -0.234, 0.3977, -0.2982, 0.1505, 0.3186, -0.5778, -0.6261, 0.236, 0.1568, 0.3229, 0.5131, -0.181, -0.3674, -0.0873, 0.1256, -0.2095, -0.0687, -0.0578, -0.063, 0.1933, -0.4194, 0.434, 0.4894, 0.1173, -0.1844, 0.117, 0.3719]"
analisis sentimen komentar program kampus mengajar menggunakan algoritma multinomial naive bayes,"[0.7481, -0.0907, -0.0265, 0.0989, 0.1445, -0.3415, 0.8497, 0.1874, 0.1618, 0.4437, -0.1274, 0.2519, -0.3249, 0.4216, 0.5317, 0.0085, 0.3366, -0.1237, -0.2341, -0.0722, -0.1393, 0.092, 0.1317, -0.2565, 0.3868, -0.4392, 0.2612, 0.3563, -0.702, -0.5073, 0.28, 0.2305, 0.2868, 0.5785, -0.1859, -0.242, -0.131, 0.093, -0.1948, -0.0478, -0.0635, -0.1798, 0.2005, -0.5092, 0.5115, 0.4477, 0.0893, -0.3208, 0.2405, 0.3701]"
"penerapan multilayer artificial neural network untuk klasifikasi daun berdasarkan jenis penyakitnya
sebagai langkah efektif perawatan tanaman","[0.6196, -0.0961, -0.0202, 0.0597, 0.0429, -0.3466, 0.733, 0.2531, 0.1537, 0.4861, -0.1562, 0.2157, -0.2531, 0.3868, 0.3548, -0.0505, 0.3092, -0.1029, -0.283, -0.0473, -0.2461, 0.0547, 0.103, -0.2257, 0.3718, -0.3246, 0.1786, 0.2995, -0.5583, -0.528, 0.2177, 0.1522, 0.292, 0.4821, -0.1846, -0.2902, -0.1037, 0.0987, -0.187, -0.0403, -0.0403, -0.0903, 0.1742, -0.4149, 0.4254, 0.4469, 0.0979, -0.2139, 0.1378, 0.3314]"
pemilihan lokasi strategis usaha minimarket berbasis geographic information system (gis) dengan metode k-means clustering,"[0.6844, -0.0801, -0.0457, 0.0414, 0.0301, -0.3846, 0.7789, 0.2838, 0.1932, 0.5147, -0.1628, 0.2109, -0.2413, 0.3865, 0.3224, -0.0238, 0.3489, -0.1439, -0.2559, -0.0424, -0.2634, 0.0387, 0.0853, -0.1944, 0.4286, -0.3779, 0.1858, 0.268, -0.6352, -0.5514, 0.1988, 0.158, 0.353, 0.5161, -0.2234, -0.3213, -0.1207, 0.1601, -0.2583, -0.0173, -0.0975, -0.0349, 0.1463, -0.3768, 0.4275, 0.47, 0.0909, -0.2735, 0.1407, 0.325]"
"implementasi algoritma fuzzy c-means untuk pengelompokan provinsi di indonesiaberdasarkan 
angka partisipasi kasar perguruan tinggi","[0.8317, -0.016, -0.1497, -0.0062, 0.0747, -0.5672, 0.784, 0.3287, 0.2385, 0.5106, -0.1255, 0.3081, -0.2373, 0.4426, 0.233, 0.1324, 0.4446, -0.2752, -0.2053, -0.0566, -0.24, 0.0999, -0.0138, -0.0665, 0.5601, -0.5462, 0.235, 0.1627, -0.7869, -0.5468, 0.1601, 0.1442, 0.4483, 0.5797, -0.3654, -0.2678, -0.26, 0.4054, -0.5416, 0.142, -0.2782, 0.0621, -0.0017, -0.2055, 0.4152, 0.4654, 0.0582, -0.3861, 0.0642, 0.3536]"
pengelompokan graphics processing unit menggunakan kmeans clustering,"[0.7179, -0.0436, -0.0762, 0.0188, 0.0623, -0.4437, 0.7482, 0.2742, 0.201, 0.4825, -0.1418, 0.2528, -0.2381, 0.4145, 0.2947, 0.0541, 0.3818, -0.1797, -0.2247, -0.0468, -0.2273, 0.0746, 0.0411, -0.14, 0.475, -0.4517, 0.202, 0.223, -0.6819, -0.5209, 0.1723, 0.151, 0.3711, 0.5279, -0.272, -0.2815, -0.1604, 0.2503, -0.3613, 0.0662, -0.1554, 0.0012, 0.0782, -0.3115, 0.4199, 0.4437, 0.0805, -0.2912, 0.1062, 0.322]"
perbandingan model chen dan model lee pada metode fuzzy time series untuk peramalan harga beras,"[0.6913, -0.0747, -0.0206, 0.0927, 0.1042, -0.4044, 0.8521, 0.2379, 0.2083, 0.5012, -0.1638, 0.2112, -0.2433, 0.4057, 0.3894, -0.0205, 0.3267, -0.1865, -0.2479, -0.0669, -0.2679, 0.0447, 0.0886, -0.1581, 0.4163, -0.4032, 0.1888, 0.3044, -0.6439, -0.5672, 0.2365, 0.1708, 0.3786, 0.5508, -0.1966, -0.3266, -0.1024, 0.1944, -0.2381, -0.0554, -0.0978, -0.0706, 0.1674, -0.4126, 0.4387, 0.4853, 0.0493, -0.275, 0.1714, 0.3234]"
penerapan forward chaining dalam certainty factor untuk mendiagnosa ibu hamil,"[0.6112, -0.0982, -0.0173, 0.0896, -0.0057, -0.3367, 0.7523, 0.2801, 0.1582, 0.5619, -0.1682, 0.1907, -0.239, 0.3767, 0.3247, -0.0999, 0.3245, -0.0797, -0.282, -0.0663, -0.3232, 0.0198, 0.0815, -0.2354, 0.372, -0.2874, 0.1386, 0.2922, -0.5427, -0.5668, 0.21, 0.1436, 0.2975, 0.4768, -0.1589, -0.3534, -0.0475, 0.0928, -0.1687, -0.0631, -0.047, -0.072, 0.1713, -0.4143, 0.4322, 0.4543, 0.0978, -0.1799, 0.1379, 0.3458]"
klasifikasi gangguan autisme pada anak menggunakan algoritma c4.5 dengan teknik random forest,"[0.7464, -0.1085, -0.0276, 0.0967, 0.1665, -0.34, 0.8373, 0.1552, 0.1258, 0.435, -0.1093, 0.2745, -0.3622, 0.5177, 0.553, 0.0405, 0.3613, -0.075, -0.2244, -0.0759, -0.0958, 0.1391, 0.1336, -0.2821, 0.4197, -0.4831, 0.2761, 0.373, -0.7334, -0.4286, 0.2718, 0.2514, 0.207, 0.5711, -0.1899, -0.197, -0.1163, 0.1117, -0.2133, 0.0387, -0.0437, -0.1769, 0.2042, -0.5285, 0.483, 0.3921, 0.1682, -0.2366, 0.2013, 0.3936]"
klasifikasi penerima bantuan dana desa menggunakan metode knn (k-nearest neighbor) ,"[0.6876, -0.0992, -0.0274, 0.0341, 0.065, -0.3439, 0.7992, 0.2484, 0.1482, 0.4641, -0.1686, 0.2544, -0.3128, 0.4942, 0.446, 0.0215, 0.397, -0.1082, -0.2409, -0.0461, -0.1764, 0.0988, 0.0926, -0.2754, 0.4567, -0.4455, 0.2315, 0.3211, -0.6796, -0.5133, 0.2086, 0.1957, 0.3215, 0.5475, -0.2227, -0.2658, -0.08, 0.1204, -0.2377, 0.0329, -0.0514, -0.1088, 0.1223, -0.4712, 0.4989, 0.4526, 0.1332, -0.2448, 0.175, 0.3543]"
"penerapan metode multi attribute utility theory(maut) untuk pemilihan sekolah menengah atas di kecamatan balung berbasis
web","[0.6562, -0.11, -0.0257, 0.0608, -0.0354, -0.3463, 0.777, 0.3331, 0.1782, 0.5662, -0.1882, 0.2058, -0.2397, 0.3865, 0.3157, -0.059, 0.3472, -0.1177, -0.2513, -0.0261, -0.309, 0.0305, 0.0878, -0.2371, 0.4221, -0.3199, 0.1529, 0.289, -0.6226, -0.5997, 0.1956, 0.1698, 0.362, 0.5106, -0.192, -0.3688, -0.0624, 0.1238, -0.2214, -0.0557, -0.075, -0.0207, 0.1442, -0.397, 0.4404, 0.4599, 0.1087, -0.244, 0.137, 0.3014]"
analisis potensi kerusakan akibat gempa menggunakan metode klasifikasi bayesian,"[0.7099, -0.0917, -0.0454, 0.071, 0.0956, -0.3754, 0.7892, 0.238, 0.1608, 0.4719, -0.1394, 0.2425, -0.2838, 0.4268, 0.4072, 0.0082, 0.3344, -0.1399, -0.2367, -0.0534, -0.205, 0.0735, 0.1025, -0.2035, 0.4041, -0.4087, 0.2163, 0.308, -0.6637, -0.4997, 0.2398, 0.1948, 0.3045, 0.5348, -0.2101, -0.2563, -0.1446, 0.162, -0.2603, -0.0133, -0.0909, -0.0833, 0.1672, -0.4064, 0.4318, 0.4297, 0.1065, -0.2804, 0.1622, 0.3476]"
optimalisasi pengangkutan sampah di kota jember dengan menerapkan algoritma floyd-warshall,"[0.6607, -0.0695, -0.047, 0.055, 0.031, -0.3981, 0.7739, 0.2901, 0.2004, 0.5266, -0.1644, 0.2148, -0.241, 0.3954, 0.3182, -0.018, 0.3561, -0.1601, -0.2406, -0.0514, -0.2844, 0.0358, 0.0593, -0.1676, 0.4373, -0.3697, 0.1543, 0.2675, -0.6247, -0.5649, 0.1997, 0.1548, 0.3605, 0.5196, -0.2156, -0.3338, -0.098, 0.1777, -0.2753, -0.0002, -0.1119, -0.0159, 0.1248, -0.3715, 0.4216, 0.4563, 0.0858, -0.2391, 0.1295, 0.3296]"
analisis perbandingan metode k nearest neighbor dan gaussian naive bayes pada klasifikasi jurusan siswa,"[0.744, -0.0837, -0.0068, 0.1144, 0.2017, -0.3346, 0.8337, 0.1412, 0.1352, 0.397, -0.1059, 0.299, -0.3807, 0.5164, 0.6129, 0.0778, 0.3806, -0.1174, -0.1895, -0.0923, -0.0395, 0.1554, 0.097, -0.2709, 0.4229, -0.5301, 0.2893, 0.3775, -0.7438, -0.4471, 0.2976, 0.2547, 0.2458, 0.6073, -0.191, -0.1683, -0.1006, 0.1155, -0.2184, 0.0546, -0.0724, -0.2133, 0.1418, -0.5484, 0.5422, 0.3978, 0.1091, -0.2701, 0.2519, 0.391]"
implementasi metode modified k-nearest neighbor untuk prediksi hasil treatment penyakit hepatitis c,"[0.7675, -0.0761, 0.0012, 0.0578, 0.2122, -0.3903, 0.8086, 0.1447, 0.1275, 0.4579, -0.1188, 0.3545, -0.4321, 0.6192, 0.618, 0.0856, 0.4047, -0.0306, -0.2822, -0.07, -0.0541, 0.2211, 0.1209, -0.3213, 0.4754, -0.5605, 0.3093, 0.424, -0.7739, -0.4543, 0.2729, 0.2317, 0.1854, 0.6316, -0.2149, -0.182, -0.1082, 0.1097, -0.2234, 0.1336, -0.0235, -0.2277, 0.174, -0.5973, 0.575, 0.4018, 0.1618, -0.1565, 0.1701, 0.4162]"
pengukuran kualitas usability pada perspektif pengguna aplikasi ujian surat izin mengemudi ,"[0.6514, -0.0854, -0.0375, 0.0782, 0.0428, -0.3605, 0.7582, 0.2494, 0.1848, 0.515, -0.1406, 0.2068, -0.2509, 0.3949, 0.3461, -0.0273, 0.3257, -0.1247, -0.2258, -0.0659, -0.2472, 0.0414, 0.0702, -0.1802, 0.4041, -0.3582, 0.1593, 0.2759, -0.6259, -0.5122, 0.2207, 0.1762, 0.2857, 0.5071, -0.1743, -0.3055, -0.0858, 0.162, -0.2392, 0.0, -0.1004, -0.0338, 0.154, -0.3793, 0.392, 0.4047, 0.1092, -0.2127, 0.1354, 0.3197]"
"pengelompokkan kabupaten atau kota di jawa timur berdasarkan banyaknya sekolah menggunakan
algoritma partitioning around medoids (pam) dan metode davies bouldin index","[0.7765, -0.0361, -0.1088, -0.0026, 0.0351, -0.5141, 0.7757, 0.347, 0.2329, 0.5392, -0.1589, 0.2799, -0.23, 0.4116, 0.2421, 0.0626, 0.4058, -0.2277, -0.2448, -0.0382, -0.2868, 0.0684, 0.0329, -0.1187, 0.522, -0.4641, 0.2037, 0.2007, -0.7229, -0.588, 0.1677, 0.145, 0.4361, 0.558, -0.3277, -0.3201, -0.2146, 0.3088, -0.4453, 0.0706, -0.208, 0.0464, 0.0483, -0.2631, 0.4305, 0.4895, 0.0753, -0.3399, 0.082, 0.3371]"
analisis penerapan seo (search engine optimization) pada website cv. bangkit jaya sejahtera,"[0.657, -0.0817, -0.0388, 0.0731, 0.0835, -0.3401, 0.7355, 0.2115, 0.1588, 0.4437, -0.1195, 0.2167, -0.2575, 0.3914, 0.38, 0.0111, 0.3256, -0.1258, -0.2026, -0.069, -0.1775, 0.0677, 0.0757, -0.1887, 0.3872, -0.3917, 0.2008, 0.2737, -0.6276, -0.4605, 0.2176, 0.182, 0.274, 0.5009, -0.1882, -0.2431, -0.1049, 0.1564, -0.2388, 0.0115, -0.0983, -0.0782, 0.1394, -0.3823, 0.4091, 0.3881, 0.0937, -0.2466, 0.1576, 0.3229]"
penerapan algoritma k-nearest neighbor untuk klasifikasi penyakit liver,"[0.7347, -0.0987, 0.0128, 0.0868, 0.2116, -0.3377, 0.8584, 0.1307, 0.105, 0.3854, -0.1366, 0.3157, -0.4084, 0.5843, 0.6516, 0.0562, 0.4111, -0.0859, -0.2637, -0.0835, -0.0396, 0.1807, 0.1165, -0.3408, 0.4332, -0.5434, 0.3098, 0.4243, -0.7056, -0.4594, 0.2921, 0.2324, 0.2423, 0.6089, -0.2049, -0.1465, -0.0894, 0.0708, -0.1746, 0.0632, -0.0008, -0.2754, 0.1655, -0.6354, 0.6038, 0.4544, 0.1254, -0.2301, 0.2534, 0.4483]"
pengembangan aplikasi peramalan busana di butik bb fashion menggunakan metode trend moment berbasis android ,"[0.6252, -0.1086, -0.0056, 0.1142, 0.0425, -0.364, 0.8389, 0.2562, 0.2228, 0.5478, -0.1651, 0.1678, -0.2345, 0.3802, 0.3604, -0.0669, 0.3103, -0.1644, -0.2135, -0.0676, -0.3232, 0.0218, 0.0655, -0.157, 0.3955, -0.3148, 0.1302, 0.2872, -0.5922, -0.5861, 0.2118, 0.1792, 0.3605, 0.5223, -0.1412, -0.3627, -0.0353, 0.1741, -0.2097, -0.0491, -0.0918, -0.0264, 0.1596, -0.4101, 0.395, 0.428, 0.0575, -0.1968, 0.1581, 0.3124]"
"pengelompokan kecamatan di kabupaten jember berdasarkan persediaan alat kontrasepsi
menggunakan algoritma fuzzy c-means dan metode elbow","[0.7308, -0.0424, -0.1085, -0.001, 0.0215, -0.4771, 0.747, 0.3399, 0.212, 0.5213, -0.1576, 0.2447, -0.2138, 0.3842, 0.2204, 0.0449, 0.3834, -0.2258, -0.2323, -0.0417, -0.2875, 0.0494, 0.0307, -0.111, 0.4984, -0.4334, 0.1926, 0.1914, -0.6843, -0.5578, 0.1641, 0.138, 0.4164, 0.5213, -0.3082, -0.3121, -0.1941, 0.2784, -0.41, 0.052, -0.1983, 0.0477, 0.0576, -0.254, 0.3948, 0.4749, 0.0753, -0.3352, 0.0836, 0.3211]"
"implementasi pemodelan berbasis seir denganmetode runge kutta fehlberg ordo 10 dalam
prediksi awal penyebaran covid-19 di provinsi dki jakarta dengan aplikasi matlab","[0.6067, -0.0803, -0.0296, 0.0288, 0.0201, -0.3679, 0.7122, 0.2805, 0.1907, 0.5048, -0.1693, 0.1966, -0.2235, 0.3632, 0.2873, -0.0539, 0.301, -0.116, -0.2762, -0.024, -0.284, 0.0275, 0.0976, -0.1939, 0.3881, -0.3064, 0.1534, 0.27, -0.5583, -0.5309, 0.1766, 0.1352, 0.3276, 0.4677, -0.2058, -0.3296, -0.1132, 0.1263, -0.2196, -0.0379, -0.0612, -0.0267, 0.1647, -0.3632, 0.3939, 0.4502, 0.0822, -0.2106, 0.1036, 0.3037]"
analisis algoritma gaussian naive bayes terhadap klasifikasi data pasien penderita gagal jantung,"[0.8558, -0.095, -0.0119, 0.1569, 0.3223, -0.36, 0.8845, 0.0586, 0.0837, 0.3499, -0.0487, 0.3671, -0.4659, 0.5985, 0.7683, 0.1498, 0.3994, -0.1215, -0.1784, -0.1403, 0.0766, 0.2501, 0.1159, -0.2918, 0.4204, -0.6342, 0.3949, 0.4459, -0.8397, -0.4017, 0.3762, 0.2975, 0.1802, 0.6763, -0.1933, -0.0595, -0.1657, 0.1402, -0.2384, 0.0869, -0.0792, -0.3175, 0.174, -0.6199, 0.6112, 0.3756, 0.116, -0.3081, 0.294, 0.4575]"
analisis sentimen masyarakat pada komentar produk eiger  di instagram menggunakan metode naive bayes classifier,"[0.8487, -0.1035, -0.0447, 0.1521, 0.2551, -0.3714, 0.9037, 0.1142, 0.1189, 0.4252, -0.0644, 0.3148, -0.4095, 0.5409, 0.6573, 0.09, 0.365, -0.1405, -0.17, -0.1326, -0.0383, 0.1718, 0.1188, -0.2448, 0.4247, -0.5781, 0.3352, 0.3954, -0.8476, -0.4265, 0.3468, 0.3063, 0.2005, 0.6449, -0.1893, -0.1411, -0.16, 0.1788, -0.2637, 0.0441, -0.1226, -0.2271, 0.1944, -0.5326, 0.5116, 0.3706, 0.1483, -0.3178, 0.262, 0.4219]"
pengembangan prototype smart home menggunakan konsep internet of things berbasis wemos d1,"[0.6029, -0.0903, -0.0247, 0.0637, -0.0004, -0.33, 0.749, 0.2819, 0.1964, 0.5308, -0.1721, 0.1681, -0.2197, 0.3523, 0.3103, -0.0825, 0.3082, -0.1041, -0.2534, -0.045, -0.2978, -0.0036, 0.0963, -0.2065, 0.3807, -0.2932, 0.1368, 0.2799, -0.5574, -0.5427, 0.2022, 0.1536, 0.3063, 0.4749, -0.1667, -0.3527, -0.0673, 0.1006, -0.1813, -0.061, -0.0555, -0.0287, 0.1819, -0.3902, 0.3953, 0.4436, 0.102, -0.2072, 0.1374, 0.3092]"
"analisa data nasabah deposito menggunakan algoritma random forest berbasis website
studi kasus bmt ugt sidogiri cabang glenmore","[0.6379, -0.0911, -0.022, 0.0783, 0.0558, -0.3386, 0.7712, 0.2365, 0.1683, 0.4803, -0.1493, 0.2098, -0.2636, 0.4049, 0.3906, -0.0242, 0.3331, -0.1159, -0.23, -0.0546, -0.2331, 0.0509, 0.0825, -0.2118, 0.3928, -0.3579, 0.1751, 0.2983, -0.6037, -0.5158, 0.2141, 0.1723, 0.305, 0.5045, -0.1736, -0.2914, -0.0736, 0.1238, -0.2045, -0.021, -0.0606, -0.0798, 0.1561, -0.424, 0.4297, 0.4242, 0.0941, -0.2175, 0.162, 0.3303]"
penerapan metode k-nearest neighbor (knn) untuk klasifikasi stunting pada balita,"[0.7615, -0.073, -0.0214, 0.1102, 0.2472, -0.3583, 0.8478, 0.0977, 0.1359, 0.3825, -0.0818, 0.3157, -0.4101, 0.5867, 0.6448, 0.1182, 0.4155, -0.1247, -0.1626, -0.1239, -0.0083, 0.1833, 0.0664, -0.2505, 0.4696, -0.6016, 0.3052, 0.3715, -0.7951, -0.4041, 0.2891, 0.2676, 0.2122, 0.6241, -0.2012, -0.137, -0.0901, 0.1699, -0.2627, 0.1418, -0.0944, -0.2105, 0.1187, -0.5545, 0.5304, 0.367, 0.1445, -0.2216, 0.2438, 0.4228]"
analisis metode k nearest neighbor terhadap klasifikasi data pasien penderita gagal jantung,"[0.8146, -0.1011, -0.0033, 0.1472, 0.3242, -0.3378, 0.8874, 0.0242, 0.0869, 0.3427, -0.0498, 0.3584, -0.4967, 0.6719, 0.7921, 0.1602, 0.4357, -0.0993, -0.1401, -0.1525, 0.1008, 0.2554, 0.0865, -0.3064, 0.4706, -0.6814, 0.3756, 0.4381, -0.8671, -0.3517, 0.3445, 0.3239, 0.1361, 0.6693, -0.1863, -0.0568, -0.0886, 0.1472, -0.241, 0.1759, -0.0767, -0.3064, 0.1313, -0.6476, 0.586, 0.3311, 0.1763, -0.2118, 0.2895, 0.4646]"
"forecasting harga saham pt. astra agro lestaridengan metode simple moving average
dan weighted moving average","[0.5972, -0.0796, 0.0015, 0.1351, 0.0844, -0.3877, 0.8833, 0.2334, 0.2879, 0.5545, -0.1783, 0.1631, -0.22, 0.3642, 0.3829, -0.0664, 0.2969, -0.1813, -0.2207, -0.0806, -0.3284, 0.0034, 0.042, -0.1101, 0.3926, -0.3017, 0.095, 0.2947, -0.5605, -0.61, 0.2354, 0.167, 0.3865, 0.5568, -0.1281, -0.3956, -0.0115, 0.1936, -0.1939, -0.0414, -0.0921, -0.011, 0.1726, -0.4254, 0.3989, 0.4438, 0.0247, -0.1639, 0.1855, 0.3213]"
diagnosis covid-19 berdasarkan citra x-ray paru-paru menggunakan metode convolutional neural network,"[0.6424, -0.0895, -0.0216, 0.0755, 0.0796, -0.3485, 0.7559, 0.2225, 0.1536, 0.4704, -0.1453, 0.2257, -0.2722, 0.4105, 0.4044, -0.0336, 0.3278, -0.1049, -0.2687, -0.0569, -0.2103, 0.0673, 0.0969, -0.2306, 0.3753, -0.3608, 0.1979, 0.3124, -0.5854, -0.5092, 0.2306, 0.1632, 0.2807, 0.4996, -0.1805, -0.2691, -0.1018, 0.1026, -0.1884, -0.0244, -0.0445, -0.12, 0.1764, -0.4433, 0.4508, 0.442, 0.0938, -0.2182, 0.1606, 0.3477]"
"sistem pendukung keputusan pemilihan calon penerima beasiswa di akademi kebidanan jember dengan
metode elimination et choix traduisant la realite (electre)","[0.6693, -0.1041, -0.0285, 0.0735, 0.0187, -0.3465, 0.7747, 0.2787, 0.1607, 0.5283, -0.1614, 0.226, -0.2701, 0.4242, 0.3688, -0.0232, 0.3489, -0.1071, -0.2324, -0.0451, -0.2481, 0.0653, 0.0873, -0.2348, 0.4175, -0.3649, 0.1753, 0.3027, -0.6499, -0.5426, 0.2136, 0.1874, 0.3092, 0.524, -0.179, -0.3148, -0.069, 0.136, -0.2281, -0.0182, -0.078, -0.0565, 0.1454, -0.4155, 0.4434, 0.4204, 0.1221, -0.2303, 0.1441, 0.3151]"
deteksi gangguan autis pada anak menggunakan metode modified k-nearest neighbor,"[0.713, -0.0912, -0.0067, 0.095, 0.1701, -0.3351, 0.855, 0.1515, 0.1517, 0.4271, -0.1283, 0.2658, -0.3636, 0.5365, 0.5795, 0.0397, 0.399, -0.1007, -0.2171, -0.0956, -0.0969, 0.1277, 0.0904, -0.2797, 0.446, -0.5051, 0.2643, 0.3701, -0.7116, -0.4615, 0.2659, 0.2332, 0.2477, 0.5866, -0.1879, -0.2113, -0.0631, 0.1073, -0.1992, 0.0678, -0.0448, -0.1854, 0.1605, -0.5657, 0.523, 0.4266, 0.1359, -0.2096, 0.2315, 0.4136]"
"sistem pakar diagnosa hama dan penyakit tanamankedelai edamame menggunakan metode euclidean
probability berbasis web","[0.6556, -0.1125, -0.0323, 0.0771, -0.0073, -0.4057, 0.7873, 0.3285, 0.1553, 0.607, -0.1791, 0.2369, -0.2552, 0.421, 0.3093, -0.0911, 0.3406, -0.1167, -0.3109, -0.0597, -0.3682, 0.0396, 0.0878, -0.2257, 0.4083, -0.3083, 0.1518, 0.3045, -0.5863, -0.6195, 0.223, 0.147, 0.3258, 0.5081, -0.1973, -0.3628, -0.0999, 0.1418, -0.237, -0.0496, -0.0685, -0.0476, 0.177, -0.3978, 0.4286, 0.4854, 0.1253, -0.1851, 0.0996, 0.3695]"
"implementasi metode asosiasi dengan menggunakan algoritma equivalence class tranformation (eclat) 
pada pola pembelian konsumen untuk rekomendasi peletakan rak barang","[0.6871, -0.0954, -0.0363, 0.056, 0.0228, -0.3776, 0.7931, 0.2874, 0.1995, 0.5423, -0.1699, 0.1976, -0.2535, 0.3977, 0.3447, -0.0519, 0.3436, -0.1219, -0.2716, -0.0503, -0.2797, 0.0284, 0.1017, -0.2088, 0.4277, -0.3618, 0.1802, 0.29, -0.6372, -0.5591, 0.2158, 0.1649, 0.3365, 0.5253, -0.2104, -0.3452, -0.1069, 0.1342, -0.2315, -0.0375, -0.0826, -0.0373, 0.1673, -0.4045, 0.4298, 0.4723, 0.097, -0.2577, 0.147, 0.3303]"
